    entiteitnummer;haltenummer;omschrijving;omschrijvinglang;gemeentenummer;omschrijvinggemeente;geocoordinaat;haltetoegankelijkheden;hoofdhalte;taal;links;latitude;longitude;locatie
2;200398;Wondelgembrug;Gent Wondelgembrug;4612;Gent;"{""latitude"": 51.066113, ""longitude"": 3.708801}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200398""}]";51.066113;3.708801;51.066113, 3.708801
2;200408;Heilig Hart;Gent Heilig Hart;4616;Gent;"{""latitude"": 51.0536, ""longitude"": 3.748897}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200408""}]";51.0536;3.748897;51.0536, 3.748897
2;200411;Post;Mariakerke Post;4614;Gent;"{""latitude"": 51.075573, ""longitude"": 3.678854}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200411""}]";51.075573;3.678854;51.075573, 3.678854
2;200415;Lusthoflaan;Mariakerke Lusthoflaan;4614;Gent;"{""latitude"": 51.082693, ""longitude"": 3.692524}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200415""}]";51.082693;3.692524;51.082693, 3.692524
2;200416;Gaverstraat;Wondelgem Gaverstraat;4611;Gent;"{""latitude"": 51.085471, ""longitude"": 3.701126}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200416""}]";51.085471;3.701126;51.085471, 3.701126
2;200418;Vroonstalledries;Wondelgem Vroonstalledries;4611;Gent;"{""latitude"": 51.089004, ""longitude"": 3.710358}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200418""}]";51.089004;3.710358;51.089004, 3.710358
2;200420;Station;Wondelgem Station;1378;Gent;"{""latitude"": 51.089115, ""longitude"": 3.720118}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200420""}]";51.089115;3.720118;51.089115, 3.720118
2;200434;Afrikalaan;Gent Afrikalaan;4612;Gent;"{""latitude"": 51.066869, ""longitude"": 3.738541}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200434""}]";51.066869;3.738541;51.066869, 3.738541
2;200468;Wolterslaan;Gent Wolterslaan;4616;Gent;"{""latitude"": 51.047049, ""longitude"": 3.751897}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200468""}]";51.047049;3.751897;51.047049, 3.751897
2;200472;Voordries;Gentbrugge Voordries;4619;Gent;"{""latitude"": 51.041813, ""longitude"": 3.768555}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200472""}]";51.041813;3.768555;51.041813, 3.768555
2;200473;Meersemdries;Gentbrugge Meersemdries;4619;Gent;"{""latitude"": 51.040313, ""longitude"": 3.763274}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200473""}]";51.040313;3.763274;51.040313, 3.763274
2;200475;Belgielaan;Sint-Denijs-Westrem Belgielaan;4623;Gent;"{""latitude"": 51.010758, ""longitude"": 3.66722}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200475""}]";51.010758;3.66722;51.010758, 3.66722
2;200479;Stelplaats;Gentbrugge Stelplaats;4619;Gent;"{""latitude"": 51.036594, ""longitude"": 3.751253}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200479""}]";51.036594;3.751253;51.036594, 3.751253
2;200488;Bosakker;Gentbrugge Bosakker;4619;Gent;"{""latitude"": 51.046638, ""longitude"": 3.77194}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200488""}]";51.046638;3.77194;51.046638, 3.77194
2;200491;Kerk;Gentbrugge Kerk;4619;Gent;"{""latitude"": 51.044787, ""longitude"": 3.75958}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200491""}]";51.044787;3.75958;51.044787, 3.75958
2;200500;Driesdreef;Mariakerke Driesdreef;4614;Gent;"{""latitude"": 51.072614, ""longitude"": 3.660376}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200500""}]";51.072614;3.660376;51.072614, 3.660376
2;200502;Cypresdreef;Mariakerke Cypresdreef;4614;Gent;"{""latitude"": 51.070627, ""longitude"": 3.662612}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200502""}]";51.070627;3.662612;51.070627, 3.662612
2;200505;Post;Mariakerke Post;4614;Gent;"{""latitude"": 51.075909, ""longitude"": 3.678406}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200505""}]";51.075909;3.678406;51.075909, 3.678406
2;200518;Overzet;Gent Overzet;4612;Gent;"{""latitude"": 51.051716, ""longitude"": 3.698885}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200518""}]";51.051716;3.698885;51.051716, 3.698885
2;200530;Heymanslaan;Gent Heymanslaan;4612;Gent;"{""latitude"": 51.026591, ""longitude"": 3.72822}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200530""}]";51.026591;3.72822;51.026591, 3.72822
2;200531;UZ Heymanslaan;Gent UZ Heymanslaan;4612;Gent;"{""latitude"": 51.023954, ""longitude"": 3.730659}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200531""}]";51.023954;3.730659;51.023954, 3.730659
2;200532;Proeftuinstraat;Gent Proeftuinstraat;1378;Gent;"{""latitude"": 51.019347, ""longitude"": 3.737033}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200532""}]";51.019347;3.737033;51.019347, 3.737033
2;200538;De Pintelaan;Gent De Pintelaan;4612;Gent;"{""latitude"": 51.022488, ""longitude"": 3.709113}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200538""}]";51.022488;3.709113;51.022488, 3.709113
2;200539;De Deynestraat;Zwijnaarde De Deynestraat;4612;Gent;"{""latitude"": 51.019396, ""longitude"": 3.709258}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200539""}]";51.019396;3.709258;51.019396, 3.709258
2;200548;Zomerstraat;Gent Zomerstraat;4612;Gent;"{""latitude"": 51.031557, ""longitude"": 3.729179}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200548""}]";51.031557;3.729179;51.031557, 3.729179
2;200590;Stijn Streuvelslaan;Sint-Denijs-Westrem Stijn Streuvelslaan;4623;Gent;"{""latitude"": 51.030142, ""longitude"": 3.680638}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200590""}]";51.030142;3.680638;51.030142, 3.680638
2;200703;Veer Rodenhuyse;Gent Veer Rodenhuyse;1378;Gent;"{""latitude"": 51.145155, ""longitude"": 3.781695}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200703""}]";51.145155;3.781695;51.145155, 3.781695
2;200722;Veer Langerbrugge;Gent Veer Langerbrugge;4612;Gent;"{""latitude"": 51.109613, ""longitude"": 3.746807}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200722""}]";51.109613;3.746807;51.109613, 3.746807
2;200733;Rodenhuizestraat;Gent Rodenhuizestraat;1378;Gent;"{""latitude"": 51.137382, ""longitude"": 3.790158}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200733""}]";51.137382;3.790158;51.137382, 3.790158
2;200735;Janssens Containers;Gent Janssens Containers;1377;Gent;"{""latitude"": 51.129792, ""longitude"": 3.791952}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200735""}]";51.129792;3.791952;51.129792, 3.791952
2;200783;Rabot (Begijnhoflaan);Gent Rabot (Begijnhoflaan);4612;Gent;"{""latitude"": 51.05992, ""longitude"": 3.712016}";VISUELE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200783""}]";51.05992;3.712016;51.05992, 3.712016
2;200984;Parkplein (Parklaan);Gent Parkplein (Parklaan);4612;Gent;"{""latitude"": 51.034655, ""longitude"": 3.717345}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200984""}]";51.034655;3.717345;51.034655, 3.717345
2;200985;Blekerijstraat;Gent Blekerijstraat;4612;Gent;"{""latitude"": 51.059329, ""longitude"": 3.733212}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/200985""}]";51.059329;3.733212;51.059329, 3.733212
2;201003;Heinakker;Wondelgem Heinakker;4611;Gent;"{""latitude"": 51.100813, ""longitude"": 3.711664}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201003""}]";51.100813;3.711664;51.100813, 3.711664
2;201007;Hoevestraat;Wondelgem Hoevestraat;229;Wondelgem;"{""latitude"": 51.092882, ""longitude"": 3.707443}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201007""}]";51.092882;3.707443;51.092882, 3.707443
2;201010;Roodborstjesstraat;Wondelgem Roodborstjesstraat;229;Wondelgem;"{""latitude"": 51.081772, ""longitude"": 3.705246}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201010""}]";51.081772;3.705246;51.081772, 3.705246
2;201013;Van Beverenplein;Gent Van Beverenplein;4612;Gent;"{""latitude"": 51.072707, ""longitude"": 3.709514}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201013""}]";51.072707;3.709514;51.072707, 3.709514
2;201017;Nieuwevaartbrug;Gent Nieuwevaartbrug;4612;Gent;"{""latitude"": 51.064105, ""longitude"": 3.703298}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201017""}]";51.064105;3.703298;51.064105, 3.703298
2;201018;Wittekaproenenplein;Gent Wittekaproenenplein;4612;Gent;"{""latitude"": 51.062498, ""longitude"": 3.706846}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201018""}]";51.062498;3.706846;51.062498, 3.706846
2;201019;Rabot (Begijnhoflaan);Gent Rabot (Begijnhoflaan);4612;Gent;"{""latitude"": 51.059975, ""longitude"": 3.712075}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201019""}]";51.059975;3.712075;51.059975, 3.712075
2;201031;Van Monckhovenstraat;Gent Van Monckhovenstraat;4612;Gent;"{""latitude"": 51.037446, ""longitude"": 3.714554}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201031""}]";51.037446;3.714554;51.037446, 3.714554
2;201052;Tennisstraat;Gentbrugge Tennisstraat;4619;Gent;"{""latitude"": 51.029517, ""longitude"": 3.76524}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201052""}]";51.029517;3.76524;51.029517, 3.76524
2;201053;Schooldreef;Gentbrugge Schooldreef;4619;Gent;"{""latitude"": 51.031343, ""longitude"": 3.761545}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201053""}]";51.031343;3.761545;51.031343, 3.761545
2;201064;Vijfwindgatenstraat;Gent Vijfwindgatenstraat;4612;Gent;"{""latitude"": 51.044562, ""longitude"": 3.733537}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201064""}]";51.044562;3.733537;51.044562, 3.733537
2;201070;Oude Houtlei;Gent Oude Houtlei;4612;Gent;"{""latitude"": 51.050279, ""longitude"": 3.717734}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201070""}]";51.050279;3.717734;51.050279, 3.717734
2;201071;Galgenberg;Gent Galgenberg;4612;Gent;"{""latitude"": 51.050671, ""longitude"": 3.713489}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201071""}]";51.050671;3.713489;51.050671, 3.713489
2;201072;Rozemarijnbrug;Gent Rozemarijnbrug;4612;Gent;"{""latitude"": 51.050038, ""longitude"": 3.709773}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201072""}]";51.050038;3.709773;51.050038, 3.709773
2;201083;Zuid perron 7;Gent Zuid perron 7;4612;Gent;"{""latitude"": 51.047509, ""longitude"": 3.731604}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201083""}]";51.047509;3.731604;51.047509, 3.731604
2;201094;Ledebergplein;Ledeberg Ledebergplein;4621;Gent;"{""latitude"": 51.036725, ""longitude"": 3.741209}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201094""}]";51.036725;3.741209;51.036725, 3.741209
2;201098;Duivelsteen;Gent Duivelsteen;4612;Gent;"{""latitude"": 51.051874, ""longitude"": 3.728116}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201098""}]";51.051874;3.728116;51.051874, 3.728116
2;201133;Gentbruggebrug;Sint-Amandsberg Gentbruggebrug;4616;Gent;"{""latitude"": 51.047977, ""longitude"": 3.754179}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201133""}]";51.047977;3.754179;51.047977, 3.754179
2;201154;Spellewerkstraat;Mariakerke Spellewerkstraat;4614;Gent;"{""latitude"": 51.069826, ""longitude"": 3.68252}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201154""}]";51.069826;3.68252;51.069826, 3.68252
2;201163;Sint-Sebastiaanstraat;Wondelgem Sint-Sebastiaanstraat;4611;Gent;"{""latitude"": 51.088365, ""longitude"": 3.716707}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201163""}]";51.088365;3.716707;51.088365, 3.716707
2;201173;Malem (Drongensesteenweg);Gent Malem (Drongensesteenweg);4612;Gent;"{""latitude"": 51.056028, ""longitude"": 3.693326}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201173""}]";51.056028;3.693326;51.056028, 3.693326
2;201180;Klaverdries;Drongen Klaverdries;4617;Gent;"{""latitude"": 51.050138, ""longitude"": 3.657175}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201180""}]";51.050138;3.657175;51.050138, 3.657175
2;201181;Brug;Drongen Brug;4617;Gent;"{""latitude"": 51.047653, ""longitude"": 3.65038}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201181""}]";51.047653;3.65038;51.047653, 3.65038
2;201185;Varendrieskouter;Drongen Varendrieskouter;4617;Gent;"{""latitude"": 51.048743, ""longitude"": 3.640466}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201185""}]";51.048743;3.640466;51.048743, 3.640466
2;201187;Rozenlaan;Drongen Rozenlaan;4617;Gent;"{""latitude"": 51.055374, ""longitude"": 3.646615}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201187""}]";51.055374;3.646615;51.055374, 3.646615
2;201189;Beekstraat;Drongen Beekstraat;4617;Gent;"{""latitude"": 51.067542, ""longitude"": 3.648995}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201189""}]";51.067542;3.648995;51.067542, 3.648995
2;201195;Station;Drongen Station;4617;Gent;"{""latitude"": 51.046841, ""longitude"": 3.653645}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201195""}]";51.046841;3.653645;51.046841, 3.653645
2;201199;Heilighuisdreef;Drongen Heilighuisdreef;4617;Gent;"{""latitude"": 51.043151, ""longitude"": 3.651393}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201199""}]";51.043151;3.651393;51.043151, 3.651393
2;201200;Luchterenstraat;Drongen Luchterenstraat;4617;Gent;"{""latitude"": 51.064778, ""longitude"": 3.624318}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201200""}]";51.064778;3.624318;51.064778, 3.624318
2;201204;Krijtestraat;Oostakker Krijtestraat;4615;Gent;"{""latitude"": 51.081194, ""longitude"": 3.771407}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201204""}]";51.081194;3.771407;51.081194, 3.771407
2;201206;Wildebrake;Oostakker Wildebrake;4615;Gent;"{""latitude"": 51.081785, ""longitude"": 3.787707}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201206""}]";51.081785;3.787707;51.081785, 3.787707
2;201218;Grondwetlaan;Sint-Amandsberg Grondwetlaan;4616;Gent;"{""latitude"": 51.065447, ""longitude"": 3.753292}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201218""}]";51.065447;3.753292;51.065447, 3.753292
2;201229;Nieuwewandeling;Gent Nieuwewandeling;4612;Gent;"{""latitude"": 51.054376, ""longitude"": 3.704314}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201229""}]";51.054376;3.704314;51.054376, 3.704314
2;201230;Einde Were;Gent Einde Were;4612;Gent;"{""latitude"": 51.052892, ""longitude"": 3.700698}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201230""}]";51.052892;3.700698;51.052892, 3.700698
2;201235;Verenigde-Natieslaan;Gent Verenigde-Natieslaan;4612;Gent;"{""latitude"": 51.044055, ""longitude"": 3.70394}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201235""}]";51.044055;3.70394;51.044055, 3.70394
2;201242;Sint-Pietersstation perron 18;Gent Sint-Pietersstation perron 18;229;Gent;"{""latitude"": 51.036402, ""longitude"": 3.711337}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201242""}]";51.036402;3.711337;51.036402, 3.711337
2;201246;Leithstraat;Gent Leithstraat;4612;Gent;"{""latitude"": 51.080618, ""longitude"": 3.728935}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201246""}]";51.080618;3.728935;51.080618, 3.728935
2;201254;Sint-Arnoutstraat;Oostakker Sint-Arnoutstraat;4615;Gent;"{""latitude"": 51.090963, ""longitude"": 3.773521}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201254""}]";51.090963;3.773521;51.090963, 3.773521
2;201255;Zalegemstraat;Oostakker Zalegemstraat;4615;Gent;"{""latitude"": 51.095533, ""longitude"": 3.778378}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201255""}]";51.095533;3.778378;51.095533, 3.778378
2;201260;Rozebroekstraat;Sint-Amandsberg Rozebroekstraat;4616;Gent;"{""latitude"": 51.06062, ""longitude"": 3.756983}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201260""}]";51.06062;3.756983;51.06062, 3.756983
2;201262;Sint-Bernadettestraat;Oostakker Sint-Bernadettestraat;4615;Gent;"{""latitude"": 51.077864, ""longitude"": 3.753422}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201262""}]";51.077864;3.753422;51.077864, 3.753422
2;201265;Post Hogeweg;Gent Post Hogeweg;1378;Gent;"{""latitude"": 51.071274, ""longitude"": 3.748086}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201265""}]";51.071274;3.748086;51.071274, 3.748086
2;201267;Tweebruggenstraat;Gent Tweebruggenstraat;4612;Gent;"{""latitude"": 51.048818, ""longitude"": 3.735935}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201267""}]";51.048818;3.735935;51.048818, 3.735935
2;201275;Ledeganckstraat;Gent Ledeganckstraat;4612;Gent;"{""latitude"": 51.036985, ""longitude"": 3.722955}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201275""}]";51.036985;3.722955;51.036985, 3.722955
2;201276;Fortlaan;Gent Fortlaan;4612;Gent;"{""latitude"": 51.034992, ""longitude"": 3.719517}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201276""}]";51.034992;3.719517;51.034992, 3.719517
2;201288;Van Haelststraat;Gent Van Haelststraat;4612;Gent;"{""latitude"": 51.022778, ""longitude"": 3.722702}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201288""}]";51.022778;3.722702;51.022778, 3.722702
2;201308;Van Arenbergstraat;Gent Van Arenbergstraat;4616;Gent;"{""latitude"": 51.057984, ""longitude"": 3.74526}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201308""}]";51.057984;3.74526;51.057984, 3.74526
2;201311;Sterre (Kortrijksesteenweg);Gent Sterre (Kortrijksesteenweg);4612;Gent;"{""latitude"": 51.025651, ""longitude"": 3.709671}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201311""}]";51.025651;3.709671;51.025651, 3.709671
2;201323;Schuurstraat;Sint-Amandsberg Schuurstraat;4616;Gent;"{""latitude"": 51.0703, ""longitude"": 3.776563}";MOTORISCH_MET_ASSIST;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201323""}]";51.0703;3.776563;51.0703, 3.776563
2;201343;De Pintelaan;Gent De Pintelaan;4612;Gent;"{""latitude"": 51.026139, ""longitude"": 3.72057}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201343""}]";51.026139;3.72057;51.026139, 3.72057
2;201344;Rerum-Novarumplein;Gent Rerum-Novarumplein;4612;Gent;"{""latitude"": 51.022835, ""longitude"": 3.720538}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201344""}]";51.022835;3.720538;51.022835, 3.720538
2;201346;Gaston Crommenlaan;Ledeberg Gaston Crommenlaan;4621;Gent;"{""latitude"": 51.033225, ""longitude"": 3.737038}";"MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201346""}]";51.033225;3.737038;51.033225, 3.737038
2;201360;Tolpoort (Tolhuislaan);Gent Tolpoort (Tolhuislaan);4612;Gent;"{""latitude"": 51.066273, ""longitude"": 3.727177}";MOTORISCHE_BEPERKING;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201360""}]";51.066273;3.727177;51.066273, 3.727177
2;201368;Reep;Gent Reep;4612;Gent;"{""latitude"": 51.053704, ""longitude"": 3.731268}";;;?;"[{""rel"": ""detail"", ""url"": ""https://api.delijn.be/DLKernOpenData/api/v1/haltes/2/201368""}]";51.053704;3.731268;51.053704, 3.731268
